r,Angle
3.4118665385993197,168.12716910510096
1.8530095995036284,159.37555264422966
1.2972380232350387,73.27505077840064
1.5225859810183446,62.89411695097562
0.32610664954573204,156.87945246422714
1.166454964195536,191.2357253691267
0.41294432231211536,141.0126851907698
0.7215505597688043,118.19444344325784
1.4648950568327053,20.736804282494656
2.4333935622809264,19.326330874790894
1.4691243603940702,56.028309055659385
1.3836195346048137,115.09008200749983
1.660481708068427,142.15003304203952
0.5312744542943605,156.41754882089535
1.2460396371465805,168.63927070761244
1.412149078255589,168.2699576887463
0.44942015893028164,208.54195870078124
4.083136827097815,34.24820129312453
0.3655114857325682,155.16129606765872
2.675184820857863,165.39778818051067
1.844266248930609,151.22882122148428
0.9605890796788525,62.150316654500045
1.1909765902224583,146.38168209541257
0.7912090518342341,17.402300461162007
1.4599822701469662,35.67254975160821
2.129712648380366,152.11826404067153
0.7678259192575058,124.62356878893729
1.323602487026277,177.27799231071117
2.423471256964838,194.57898848005786
1.539979261918203,179.94290713859334
1.0700285189776313,175.55119223691275
1.7498120902144398,181.65382467336076
1.5041343253746433,205.8447265809564
1.498221433142164,160.4914104002933
0.4349800255372547,114.55544482325374
1.618352720282599,177.35348307113193
1.0682381273880621,169.36719246117255
1.4981170038106122,177.75269715891272
0.8014560744638027,173.36128528538677
0.9850885759507733,172.2871777356476
2.5126237441232973,358.5558743991478
0.5831321875091645,198.40307141724261
0.39642516781919623,257.44210527694054
1.0155893072082172,162.14480533406305
0.16733959162999384,17.018896740862516
3.2078519474840648,359.349873602717
1.9860026622841338,47.106010735291186
1.6919262387572127,42.155444491143484
0.6303598884869709,165.40557151144063
0.8669071015161057,171.66306483758427
0.3496633346865868,306.96297755865567
0.6365817283306274,195.16610754272378
0.3647446897978966,214.52383560596928
1.0623570556617323,184.34972249307023
1.0355437463882653,180.09098173315178
2.0805212864816367,13.348451627497642
2.1124801181654336,15.528033564050839
2.024580005803756,38.87825737341343
2.3701376955573905,53.51841542234921
1.5216804748014676,23.84065050184824
2.1164024199280678,47.53913994023651
2.1857334086221707,49.39465438549243
1.8645851032589313,36.93358340829212
2.020070153452282,51.150861816353874
1.3533638321400963,55.12704023927545
1.1845747066800363,323.98656726466606
1.2308957091660004,71.68100954779919
2.3016982580533756,46.45913223053865
0.3739688774745276,101.97328733321255
1.9125338964228449,326.315965971215
1.9343033195409516,324.1016697091868
1.9343033195409516,324.1016697091868
2.0080361264865507,325.99210791859764
1.9768412167577982,322.4594685829237
2.017479528460453,324.22049478675694
2.0456777281559804,326.88573980896234
1.3085601840967918,339.58196067703096
1.8404860223543082,326.9791495213533
1.9030106283565738,324.9760625811375
1.9476310046160703,324.1131249083274
1.796028400285782,325.8705530851692
1.949482057189472,326.36414073877705
1.9476310046160703,324.1131249083274
1.4876856618410659,348.48796989051107
1.8989733011865424,331.17283261404594
1.8900098459180172,330.2803421727879
2.0456777281559804,326.88573980896234
1.9137335419478905,325.3561108177999
1.9655047518952204,324.2592508584301
1.8261691175713448,331.66010685043267
1.735954750175422,327.07391666384285
1.9476310046160703,324.1131249083274
2.0456777281559804,326.88573980896234
1.8839768477875347,327.59159258502615
1.8323638823886743,328.22489398430184
1.9569055323355835,323.62423620712025
1.7955343074517254,326.59467292849047
1.9342293241068975,334.60627245321774
1.9476310046160703,324.1131249083274
1.9343033195409516,324.1016697091868
1.2818660482250495,342.4863733259234
0.967910629972309,34.97868252339112
1.5680554518925989,334.09512328371517
1.8355303053945469,326.57681542368954
1.9343033195409516,324.1016697091868
1.9569055323355835,323.62423620712025
1.9343033195409516,324.1016697091868
2.0050231923555337,329.3145648892514
1.145748681707143,314.8603419673725
1.9543281254128688,330.0812845126889
2.3988145996919052,329.2599732582091
2.446970253796444,324.14941088425985
2.3124191251729593,327.34519987362535
2.3106134536914245,331.75417577783
2.4882540829107374,335.44070172977274
2.0941465493986593,328.6541100473664
2.4117684986632373,325.36822660711283
2.503964843467372,329.636630350203
2.4104946685384316,332.01651648647874
2.2421630666503645,328.2773170417596
2.3412204454454577,318.15177636673525
2.4669845055619057,325.87968995723435
2.423990672865398,324.9634955262843
2.5737373180418324,318.0661962950009
2.4879972636545973,331.8993754003825
2.2613071335385673,319.17800246568606
2.0141479372835525,314.7254855016535
2.4609184155536195,327.0541064762931
2.4692808198213396,323.4165073890763
2.2497321343996206,318.51652685743716
2.4182504674784164,325.12626936269953
2.48442043659495,320.44302185441677
2.4920251295309894,325.2208966359676
2.4996605255971294,330.29680129586023
2.171138028522187,334.1505165282309
2.4481961162530603,332.837000425012
2.1492628525088753,332.6168724511309
2.530493521433286,330.32009029942384
2.478852234094096,328.1090772208833
2.8391432326799286,309.60194913926574
2.5019094220038243,332.7735596792699
2.477674070289992,333.8203849184877
2.3346515957650613,330.0283630079179
2.1082234264402593,329.2087387438574
2.489285253914091,334.1034571804293
2.336429616608863,335.0657953462743
2.3212028145051993,334.7612312182944
2.430404074428848,333.75122753994185
1.201470796713663,321.32349243743465
1.6194304978958134,317.08602878267436
1.353506960686473,323.828701557791
1.7226928158117074,317.976775599782
1.6170366973252457,317.3788750742701
1.3465815352858974,320.68966402498404
1.715215912185858,316.7061784788943
1.682661366836475,318.79627054587894
1.6459934378153016,318.60183589209646
1.742264224756671,318.1500884053473
1.7122582738381475,319.0500153503352
1.7886090289093488,319.04351307515986
1.6410433643423135,318.47346989410727
1.9243982808103064,314.0799301754668
1.8950530116212736,318.0951043129521
1.6493303457949384,319.4450926145595
2.1760311433235433,317.18774661428034
1.7138890477669115,321.6911828559188
1.9082620633043899,317.4237117120581
1.4249476500619294,326.2166873012768
1.6096749817625355,322.9811953215021
1.8866327383550143,317.37257293566915
1.6180441262593817,321.9966658306648
1.7957108215896502,316.8075761474655
1.9553903469987273,317.48976974080443
1.5651968934549116,325.2069086809937
1.9025711980747624,320.3425761113968
1.7649259185624873,318.1936101279846
1.9840090863047408,316.18512398352414
1.500340387551051,323.57807160499215
1.5345949510276247,322.46958363436755
1.733521757687376,319.6563861086918
1.494893394104003,323.3619922508541
1.676411394906872,321.4598225925355
1.8709890396797615,319.0566554818739
1.5288881417173654,322.8271785086748
1.690214962942483,318.1360386304866
1.725993767682485,318.3763502019533
1.5150413181037614,323.1025201738938
1.4796415986216434,324.8959557672617
1.5769944630772927,356.06994953093806
1.3082729745170696,3.649960256151125
1.2052199037949234,1.4778178205373382
1.2114229518125605,357.71246932311305
1.237838223159333,1.4386380732626933
1.298225954885646,5.733584482414508
1.1769991612338886,2.9244123042575905
1.176352971745052,2.6970899114794595
1.1769991612338886,2.9244123042575905
1.1737189974636497,0.34699723231499763
1.2181297813707253,3.328519215802269
1.1801650761689624,1.9230957036845095
1.1688570285846591,358.4047319824117
1.2127760416929751,1.87113172352481
1.3150391061336788,5.54633687245289
1.1769761183640617,359.09893345623885
1.1848709745916348,3.1949091657896114
1.2325822720177846,357.6317689143708
1.0992542307071664,351.65353477360276
1.1799176107956824,2.794626785654063
1.1006544273550305,354.57728513792557
1.1914965298509057,0.06777452443306413
1.1182932217269352,358.72694584506144
1.0449723340620498,0.09768572592614172
0.8132122268162789,6.138537622654759
0.9944272437958086,0.7541800590383635
1.1969272010261796,358.9621257036056
1.0045498098863812,0.7436642900872661
1.2591112680502863,6.167924499938434
1.1848709745916348,3.1949091657896114
0.9314296688473559,0.07199701163202907
1.2174503600343978,3.109093592818033
1.2736064297694398,5.24482088675157
1.034136397739298,4.443025170077056
1.1641099445358452,1.3598335871431935
1.0212601626628055,5.686447509369136
0.7745547340091073,25.80961788855712
1.169550283368377,3.9960465245055636
0.6392704548948368,11.060913033993808
0.8869591644935999,8.170973331643816
2.106767462833079,340.93013701700374
1.447481068692898,351.69361102626124
1.2353803521285387,356.3076602691142
1.303172480618797,11.766065227334842
1.1922333075248837,12.387674733452442
1.45094985577479,1.9591777275623217
1.1992658499012563,18.316961261610857
1.2125787962312535,19.435116934998526
1.1510917669702831,16.460700263284632
1.1845622562892777,21.08671032639985
1.2371487070551137,9.67604145208962
1.2765645448549594,13.7432519585277
1.2221366453725364,14.11323016684533
1.2128964266345559,18.826686170468044
1.2221366453725364,14.11323016684533
1.1845622562892777,21.08671032639985
1.183518208534128,2.4127874454994402
1.2191544797278597,6.263754992185319
1.2178060482212907,15.347785162084225
1.1770843528049695,20.971374812981974
1.2351045785217722,8.26857178918651
1.237518213739379,2.5038169063652425
1.04922011412772,21.244583004929908
1.2189275157411985,4.83336752049896
1.1770843528049695,20.971374812981974
1.2182370470420465,6.046416559867328
1.2182370470420465,6.046416559867328
1.220596135556344,13.904281933097884
1.2161698969962718,15.139697065623887
1.2245416330303616,21.190965095635388
1.1845622562892777,21.08671032639985
1.1845622562892777,21.08671032639985
1.1845622562892777,21.08671032639985
1.2326343337542682,20.476333898732204
1.2161698969962718,15.139697065623887
1.1770843528049695,20.971374812981974
1.2182370470420465,6.046416559867328
1.187430323002752,19.80588208708934
1.187430323002752,19.80588208708934
1.1770843528049695,20.971374812981974
4.863691918556886,248.12494433559655
2.668482361916211,348.6081119249594
1.8623549414675673,341.565368683056
1.6909798423869067,341.0525657708025
1.9408940464593114,345.44343919475045
1.8812284356184548,342.1077459600936
1.3583129649893964,328.40897528866327
1.6601232041502563,337.5260929630997
1.5991960891908745,340.2041759412979
1.6129706792100553,340.31424642846594
1.5233897011687063,346.2970077427078
1.4496272197004998,333.03653230286466
1.5105445773426573,335.6456588893084
1.621029327259286,337.5479303881706
1.4378509658686547,346.09852082564873
1.31977058761906,352.14189408118176
1.2105990001071325,346.2203882712244
1.4127769577486538,347.943369136412
1.5233897011687063,346.2970077427078
1.588557309222469,341.85634715278763
1.5991960891908745,340.2041759412979
1.5343745249689569,344.90015475755325
1.4276816938983168,347.5983125207185
1.6241273490937735,341.3907000705313
1.4149181024670334,348.50346868104407
1.4751812357401364,347.2591003145693
1.357012241853361,350.06607861126395
1.4237593575456335,345.84175078428666
1.5485014593214972,348.0416177470973
1.5233897011687063,346.2970077427078
1.2662895663717493,345.2955326647045
1.1376011519459062,15.802123518684942
0.8127698590673825,30.426861136369872
1.3943321608849704,346.85363225944315
0.7733200162030293,357.681840282873
1.0100884085276305,7.583495688439924
1.2999847961025432,348.6300988167555
1.3943321608849704,346.85363225944315
0.8628049250974213,27.584162436670077
1.2203214307711059,358.9547365170756
