,s1_d,s2_d,s3_d,s4_d
0.1192669,0.002285895,0.001387078,0.000369291,0.005052393
0.2048648,0.002284125,0.000866579,8.24E-05,0.000297608
0.2949021,0.002324186,0.000714872,8.92E-05,0.000314183
0.3894628,0.002579915,0.000829022,9.02E-05,0.000258518
0.4692165,0.002772074,0.001096376,6.54E-05,0.000219741
0.5535511,0.002654825,0.001091199,5.14E-05,0.000266648
0.6589507,0.002176232,0.000951801,4.99E-05,0.000251047
0.734875,0.002197397,0.001030611,4.87E-05,0.000252408
0.8646525,0.002035107,0.000923961,5.14E-05,0.00025132
0.9468757,0.001427139,0.001110931,3.99E-05,0.000365212
1.0435123,0.001126715,0.001152172,5.01E-05,0.000385005
1.1305718,0.001276001,0.001043735,4.79E-05,0.000154859
1.3233238,0.001303652,0.001024113,4.61E-05,0.000173788
1.400647,0.00171077,0.000992392,3.48E-05,0.00015664
1.5003327,0.001518017,0.000709006,8.99E-05,0.00015665
1.6449404,0.00173214,0.001390657,0.000107272,0.000159107
1.7352552,0.002277075,0.00144648,0.000107677,0.000267317
1.8292867,0.004434228,0.001432313,0.000106169,0.000290285
1.9375581,0.005680523,0.001787811,0.000110827,0.000258184
2.031989,0.005329962,0.002001507,0.000112908,0.000262709
2.1120088,0.004480139,0.001986856,8.73E-05,0.000280594
2.2193334,0.003555241,0.002191435,0.000119438,0.000280827
2.2956463,0.004346284,0.002183212,0.000116449,0.000192425
2.4932883,0.004254159,0.002321879,9.88E-05,0.000208386
2.5844462,0.004549764,0.002792369,0.000112085,0.000208459
2.6761718,0.003617621,0.001966729,0.000132408,0.000237875
2.7711789,0.003654464,0.0018353,0.000172039,0.00021055
2.8612772,0.002287997,0.001756273,0.000172926,0.000188696
2.9360353,0.001400774,0.001579636,0.000169379,0.000180994
3.1310212,0.001163597,0.001182027,0.000182924,0.000164427
3.2175158,0.001814335,0.001953051,0.00021196,0.000133551
3.4055171,0.001778855,0.001936909,0.000169206,0.000136797
3.5072672,0.001615097,0.001661325,0.000194593,0.000122314
3.5861583,0.001649265,0.001736734,0.000254253,0.000124524
3.7612778,0.001645437,0.00162315,0.000276895,0.000128065
