,s1_d,s2_d,s3_d,s4_d
0.1178517,0.001551432,0.000836817,0.000139727,0.003289742
0.2239732,0.001639942,0.00129169,0.000106979,0.00023922
0.3017543,0.00218451,0.00131523,0.000273063,0.000294074
0.3825329,0.002574743,0.001097174,0.000306883,0.000216643
0.6654755,0.002159071,0.001149381,0.00030648,0.000159528
0.7426138,0.002357671,0.001007966,0.000301019,0.000139873
0.9311976,0.002348283,0.001267516,0.000267262,0.000101417
1.1071185,0.001694535,0.000652744,0.000285902,0.000121025
1.1948586,0.002111227,0.000899929,0.000266994,0.000144257
1.294862,0.002081454,0.000986775,0.000274006,0.000128273
1.373968,0.003192095,0.001034481,0.000226942,0.000118152
1.5592632,0.003339502,0.000956206,0.000216088,0.000118043
1.755122,0.002840742,0.001093766,0.000140898,0.000102015
1.8412372,0.002299484,0.00122252,0.000131075,9.58E-05
1.9177312,0.00229129,0.001318936,0.000125062,9.91E-05
2.1875576,0.002128478,0.001280155,0.000130795,9.90E-05
2.2568807,0.002874752,0.001147571,0.000123909,8.39E-05
2.3448521,0.003441819,0.00103734,5.57E-05,6.49E-05
2.5119826,0.003963102,0.0010657,9.66E-05,0.000103984
2.6001151,0.00395625,0.000886517,7.71E-05,0.000108413
2.7482792,0.003113061,0.000918728,0.000149722,0.000108632
2.8732503,0.003284818,0.001216122,0.000150189,7.37E-05
2.9871081,0.003573245,0.000967251,0.000155576,5.21E-05
3.4074914,0.003472669,0.00052546,0.00016283,5.30E-05
3.618598,0.003425165,0.000526723,0.00021263,0.000110063
3.7209534,0.003388351,0.000894845,0.000279212,0.000109578
3.8454342,0.003038953,0.000895259,0.000307488,0.000114871
3.9614772,0.002449254,0.000962553,0.000314973,0.000111902
4.0571017,0.002351565,0.000823295,0.000288839,7.02E-05
4.1532104,0.002908924,0.000828222,0.000290828,8.43E-05
4.3399732,0.003389722,0.00074673,0.000169088,0.000201394
4.4420616,0.00335178,0.000698575,0.000243831,0.000202487
4.590504,0.003344503,0.00068866,0.000219971,0.000197756
4.6895806,0.004104989,0.000583013,0.000174631,0.000244475
4.7904756,0.004082126,0.0007925,0.000166265,0.000223034
4.8705708,0.0039782,0.000918531,0.000133586,0.00025023
4.9452126,0.003602041,0.00103604,0.000127115,0.000339769
5.2229756,0.003349689,0.001293659,0.000218896,0.000353249
5.4053264,0.003089374,0.001822644,0.000218854,0.000396707
5.5223357,0.002615685,0.001849937,0.00036233,0.000885058
5.5874599,0.002375049,0.001826182,0.000863564,0.00078441
5.6833781,0.002031004,0.001613611,0.001382839,0.001002345
5.7777414,0.00173659,0.00184848,0.001369628,0.001291324
5.8604865,0.000805679,0.001852455,0.001424558,0.001517224
6.037021,0.00090657,0.001838338,0.001245159,0.015909881
6.3622055,0.001729749,0.001531076,0.001013508,0.034533432
6.4707284,0.001758396,0.002178162,0.001116149,0.032965432
6.8030875,0.001967144,0.002028939,0.001087017,0.031298548
6.8923303,0.002430977,0.001628722,0.000804646,0.029010635
6.9984599,0.002900796,0.001600058,0.000891763,0.024070995
7.2697339,0.002829757,0.00173687,0.001045059,0.023363471
7.351102,0.002842941,0.001763781,0.000903043,0.021889213
7.5208962,0.002916067,0.001599392,0.000889547,0.020639479
7.5999665,0.002870307,0.00156231,0.001032229,0.019448322
7.7879164,0.003306985,0.001278515,0.001126306,0.014252764
7.8441029,0.002410504,0.001705237,0.001089407,0.000590227
8.0403631,0.003348591,0.001642633,0.000708235,0.000550318
8.1426088,0.003300775,0.001560963,0.0007596,0.0015806
8.3302568,0.002949061,0.001444742,0.000525986,0.007109253
8.4043336,0.002559542,0.001372632,0.000380102,0.007072411
8.4736149,0.003021534,0.001755285,0.000466928,0.006013183
8.6543302,0.003191352,0.001557687,0.000485237,0.007657621
8.7414666,0.003245382,0.001670947,0.000490211,0.007632725
8.809971,0.003329776,0.001418827,0.000412468,0.00759855
8.9863292,0.002623854,0.001387639,0.000356081,0.007682852
9.0673309,0.002456083,0.001335097,0.000387666,0.012114592
9.158848,0.001667103,0.000867172,0.000393366,0.012119799
9.2392335,0.001549902,0.000870531,0.000333017,0.012170461
9.3142191,0.001380964,0.000850512,0.000313087,0.007760098
9.5308482,0.001292271,0.00084962,0.000374558,0.007767835
9.9516999,0.001026425,0.000737325,0.000254458,0.008675382
10.2626921,0.000937864,0.000739934,0.000381807,0.007761729
10.4767023,0.001784257,0.000610527,0.000390691,0.007893652
10.6915666,0.001810677,0.000617166,0.000407527,0.007889928
10.885659,0.001785552,0.000662936,0.000409141,0.00793403
11.019561,0.001901962,0.000657703,0.00039545,0.000748601
11.2093201,0.001685213,0.00063118,0.000420484,0.00566625
11.2646939,0.002367095,0.000700154,0.000438042,0.005689395
11.4478276,0.00287272,0.000343089,0.000623953,0.005646643
11.551874,0.00287437,0.00032617,0.00055953,0.005659443
11.7208177,0.002862814,0.00029974,0.000590545,0.00468665
11.788241,0.003413357,0.000354258,0.000551385,0.00475147
11.9874797,0.003245976,0.000355824,0.000514619,0.004581013
12.0608268,0.004105253,0.00051539,0.000479582,0.004630712
12.1435061,0.004288732,0.000596106,0.000446271,0.004457477
12.3285653,0.004243168,0.000614139,0.000531148,0.004409946
12.4668369,0.004507734,0.000606379,0.000532811,0.000350601
12.548806,0.003959632,0.000630348,0.000550052,0.000498595
12.6220746,0.003575318,0.000595137,0.000658972,0.00043093
12.8314833,0.003673614,0.000461788,0.000643912,0.000442687
12.9388198,0.003445409,0.000459353,0.00061916,0.000480128
13.4861678,0.002553997,0.001582083,0.000509977,0.000380982
13.5700863,0.002831652,0.00237417,0.000510494,0.000504051
13.9972054,0.001695764,0.004992003,0.000629564,0.005439854
14.195436,0.002168356,0.005488216,0.000756063,0.005478989
14.2795876,0.002256942,0.006374287,0.000694963,0.005476142
14.5612124,0.001222083,0.005412712,0.000778401,0.005463726
14.6356697,0.001263853,0.004885212,0.000854655,0.005063609
14.8200442,0.001313665,0.004241296,0.000596966,0.005100156
14.9952956,0.001342265,0.002925344,0.000466052,0.004999833
15.087164,0.001404215,0.001183286,0.000469738,0.004802201
15.282428,0.000901214,0.001236045,0.000370138,0.004673218
15.4743252,0.00099916,0.00119109,0.000297339,0.009708909
15.5630547,0.001006626,0.000953688,0.000307303,0.006292797
15.6636629,0.000732524,0.001051295,0.000276777,0.006171643
15.7558332,0.000677398,0.000853382,0.000284977,0.00616203
15.9433305,0.002284832,0.000990459,0.000259514,0.006849594
16.1355647,0.002819902,0.001201456,0.000229477,0.006850573
16.2103184,0.00307396,0.001167227,0.000224049,0.006603764
16.2996126,0.003123741,0.001166106,0.000268318,0.006412261
16.5547995,0.003584789,0.000693716,0.000229811,0.006179625
16.7641553,0.003652828,0.000657451,0.000233476,0.005965695
16.9770651,0.003646634,0.00064903,0.000221573,0.003946464
17.088553,0.004093194,0.000449485,0.000129618,0.0054674
17.4020421,0.004302661,0.000445957,0.000215365,0.00547165
17.6119585,0.004830666,0.000386474,0.000293445,0.005480855
17.6871004,0.003402737,0.000381132,0.000494635,0.00463067
17.7744438,0.002312412,0.000397846,0.000483256,0.005269986
17.8656609,0.001460078,0.0004853,0.000700849,0.005806166
18.048793,0.001458643,0.000607504,0.000638555,0.005829063
18.1315339,0.001494266,0.000624352,0.000533209,0.00590412
18.2836496,0.001660929,0.00061286,0.000544751,0.006039288
18.373654,0.001369554,0.000647381,0.000763172,0.002929558
18.5605222,0.001209111,0.000678661,0.000767284,0.000451811
18.6519096,0.001431728,0.00063924,0.000719789,0.0006461
18.7511615,0.000970086,0.000230342,0.000811454,0.000646565
18.9296754,0.001050307,0.000265605,0.000686007,0.000820421
19.124921,0.000998514,0.000293685,0.00072958,0.000592145
19.2132964,0.001283304,0.000299754,0.000567613,0.000810472
19.3087946,0.001032123,0.000300606,0.00056382,0.000902474
19.3795233,0.001028751,0.000394689,0.000582429,0.00090331
19.5667902,0.001126801,0.000289716,0.000557874,0.000911307
19.6587791,0.001085065,0.000289695,0.000358776,0.000908775
19.7709178,0.001117171,0.000292722,0.000364547,0.000889336
20.0834574,0.001113359,0.000298929,0.000402841,0.000733263
20.1941822,0.00078978,0.000518045,0.000287218,0.00281293
20.4005289,0.0005584,0.000432955,0.000219285,0.008525548
20.6087673,0.000970384,0.000651776,9.94E-05,0.008235942
20.8169112,0.001672057,0.00070319,0.000319974,0.006845069
20.9018437,0.002182013,0.000712504,0.000404881,0.0068609
20.9830784,0.002719503,0.000609857,0.000559117,0.006851023
21.0572768,0.003099773,0.00069027,0.000654801,0.006812671
21.2467666,0.003224618,0.000884145,0.000732528,0.006930483
21.3466688,0.003616862,0.00092006,0.000722298,0.006699082
21.4466578,0.003782423,0.000926802,0.000851225,0.006407076
21.5461547,0.003716054,0.000868411,0.000733668,0.00576134
21.6699088,0.003591175,0.00086961,0.000852462,0.00044068
21.8610388,0.00405278,0.00076529,0.000992899,0.000422056
21.9622983,0.002789488,0.000733706,0.000983524,0.003110254
22.0545169,0.004281032,0.000806051,0.001057106,0.003102919
22.1435135,0.004318871,0.00082902,0.000890307,0.003195761
22.3255433,0.004317264,0.000619735,0.000749702,0.004107271
22.4017767,0.004215526,0.000658689,0.000507447,0.003969704
22.4906575,0.00433032,0.000380306,0.000565637,0.003878125
22.5731371,0.004509215,0.000591038,0.000525562,0.008571519
22.6636605,0.005030152,0.00070139,0.00067187,0.008329069
22.9100078,0.00579601,0.001254055,0.000643902,0.008233304
23.0207735,0.004874568,0.001348587,0.000580401,0.008275473
23.1360408,0.004932165,0.001341322,0.000547782,0.006182552
23.566148,0.002018637,0.001284675,0.000432323,0.006646684
23.7673961,0.002107925,0.001231105,0.000587089,0.006530581
23.9808887,0.002127353,0.001240858,0.000567736,0.005382248
24.3040118,0.002123572,0.001017783,0.000563713,0.005374248
24.5152494,0.002207578,0.001154276,0.00047693,0.005270995
24.7498125,0.001489701,0.001349874,0.00047787,0.000644548
24.820148,0.001285679,0.001245967,0.000350563,0.002859441
25.0036425,0.000699034,0.00084195,0.000389836,0.006642216
25.1940245,0.001044143,0.000804258,0.000595991,0.00651659
25.2887671,0.001041511,0.00081661,0.000518376,0.006512918
25.3886463,0.001064926,0.000825176,0.00051532,0.005790292
25.4668756,0.000706696,0.001043468,0.000345955,0.005515722
25.6460569,0.000703357,0.000906865,0.000335544,0.005426935
25.8438895,0.000722358,0.001154723,0.000332418,0.00604485
26.0245367,0.000625881,0.000665603,0.000444527,0.005917315
26.080153,0.001549844,0.00060207,0.000423934,0.005716667
26.1738888,0.001547958,0.001082779,0.000507526,0.004557338
26.2708887,0.001591143,0.001365757,0.000493623,0.000720686
26.3425192,0.001353834,0.001357046,0.000246007,0.00410422
26.415395,0.001493278,0.001386961,0.000521602,0.004120809
26.5998813,0.002248716,0.001430858,0.000521631,0.003939875
26.700012,0.002468876,0.001152784,0.000479832,0.004266895
26.8210331,0.0027378,0.001181222,0.000537667,0.00425799
26.9161139,0.002937547,0.001012553,0.000541899,0.003563054
27.1180365,0.002838941,0.001042386,0.000509999,0.00358293
27.3110195,0.002473135,0.001149672,0.000497806,0.003600062
27.4144932,0.002848391,0.000824786,0.0004655,0.003388379
27.610748,0.003276206,0.000546992,0.000452311,0.00339979
27.8075241,0.003287658,0.000582249,0.0005264,0.005039739
27.9025065,0.003467203,0.000726713,0.000378872,0.005049094
28.098626,0.002938837,0.000669837,0.000493218,0.005019428
