,s1_d,s2_d,s3_d,s4_d
0.0351942,0.002806055,0.000360375,0.002122043,0.002297553
0.1308595,0.002825694,0.000294521,0.000175134,0.00047183
0.2286047,0.002198283,0.000228309,0.000175503,0.000236167
0.3319558,0.002202648,0.00028785,0.000122275,0.000197379
0.5274356,0.002178301,0.000421564,0.000151113,0.000155947
0.6013785,0.002338166,0.000701607,0.000132168,0.000159804
0.6890595,0.001999073,0.000864509,0.000161242,0.000154502
0.7739793,0.002034737,0.000840674,0.000148044,0.000160545
0.8675789,0.00195373,0.001892919,0.000140606,0.000159975
0.9605894,0.002461299,0.002013193,0.000152887,0.00016066
1.1511573,0.002304056,0.00205136,0.000154897,0.000120222
1.2650712,0.002309601,0.001993399,0.000174504,0.000114504
1.3584931,0.002194285,0.002193219,0.000196727,0.000125785
1.4309259,0.002179032,0.002077238,0.000206486,0.000135115
1.5183459,0.001641604,0.002045084,0.000146724,0.000112581
1.6137478,0.001787127,0.00182099,0.000135533,0.000160373
1.7020892,0.001807188,0.001542768,0.000152065,0.000155827
1.80777,0.002053387,0.001675972,0.000246112,0.00017265
1.9070917,0.0025787,0.001429235,0.000235929,0.000173726
2.0038259,0.002374803,0.001380724,0.000320063,0.000179703
2.1060862,0.001881229,0.001326472,0.000323599,0.000171708
2.2383538,0.00181778,0.001311558,0.000325359,0.000148799
2.3162424,0.001847429,0.00112068,0.000256362,0.000124409
2.3951217,0.001843979,0.000982041,0.000168764,0.000112054
2.5944833,0.001710665,0.000873128,0.000128652,0.000103022
2.6925395,0.001629624,0.000599268,0.000146566,5.55E-05
2.7991617,0.001257357,0.000647777,0.00014741,5.11E-05
2.8877057,0.000840275,0.00108519,0.000128137,6.86E-05
2.9862375,0.002256168,0.000717642,0.000142879,0.00010137
3.1258202,0.00193521,0.000906831,0.00014838,0.000102665
3.2071927,0.001938631,0.001080886,0.000134814,7.35E-05
3.3008781,0.001960134,0.001089154,0.000133034,7.87E-05
3.395022,0.001944402,0.001093128,0.000133437,5.20E-05
