,s1_d,s2_d,s3_d,s4_d
0.1209106,0.003492916,0.00126774,0.001165196,0.003275281
0.2074881,0.003629092,0.000758277,0.000205869,0.000326248
0.3958241,0.004955538,0.000613473,0.000141791,0.000320605
0.5293465,0.004696628,0.000480926,0.000144257,0.000322246
0.7269584,0.003537458,0.000648751,0.000136617,0.000342113
0.8187074,0.003363289,0.000518723,0.00014698,0.000290707
0.9044506,0.004441979,0.000431349,0.000166787,0.00027379
1.0506551,0.004480332,0.000510721,0.000186279,0.000341109
1.1287166,0.003520591,0.000638838,0.000187933,0.000344008
1.2149439,0.003898489,0.000877364,0.000197887,0.000103731
1.3277041,0.003848247,0.000906651,0.000161295,7.13E-05
1.5113967,0.003583311,0.000894708,0.000183046,8.96E-05
1.5881152,0.003104932,0.000899537,0.000147137,8.65E-05
1.6828731,0.003192618,0.000990014,0.000153739,0.000106729
1.7668732,0.003888923,0.00138935,0.000214978,0.000106048
1.8708213,0.004023497,0.001475582,0.00020717,0.000110011
1.9559895,0.002789638,0.001986494,0.000193242,8.53E-05
2.051617,0.003567849,0.001986235,0.00020307,8.16E-05
2.1641148,0.003397746,0.002185451,0.00020263,5.69E-05
2.2422339,0.003026787,0.001744156,0.000190167,6.71E-05
2.330897,0.002537421,0.002232834,0.000242193,6.23E-05
2.5678569,0.002747223,0.00201508,0.00021666,7.64E-05
2.6630209,0.001812225,0.00190175,0.000226468,7.37E-05
2.7480954,0.001874236,0.001212341,0.000235152,6.27E-05
2.8276367,0.001607004,0.001242374,0.000159003,0.000114859
3.0338093,0.002816913,0.001329553,0.000176687,0.000111348
3.1173046,0.002796785,0.001276475,0.000116297,0.000140334
3.2114221,0.001772321,0.001504946,0.000151224,9.81E-05
3.3096588,0.00175872,0.001492863,0.000149203,0.000180502
3.3809689,0.00174512,0.001668589,0.000178196,0.000199379
3.5564835,0.001898232,0.001240127,0.000142741,0.000305118
3.7618839,0.00189677,0.001201352,0.000135774,0.000300568
3.8337592,0.001583166,0.001109079,0.000109325,0.000352067
3.9402346,0.001778532,0.001166233,0.000114215,0.000362266
4.0321372,0.001895356,0.000887201,0.000116787,0.000382315
4.1243059,0.001427313,0.000920132,0.000113662,0.000345299
4.200718,0.001407801,0.000959366,0.000151662,0.000239307
4.27609,0.003597174,0.000569044,7.50E-05,0.000237015
4.4704813,0.003400374,0.000660011,7.60E-05,0.000215962
4.6588628,0.003398466,0.000618575,7.07E-05,0.000236697
4.7481048,0.003827054,0.000520186,7.14E-05,0.000186312
4.828856,0.003752684,0.000663543,7.72E-05,0.00018228
5.0280722,0.002412357,0.000873634,8.18E-05,0.000153189
5.1548308,0.002358828,0.001198948,7.51E-05,0.000153241
5.2355008,0.002599512,0.001164084,7.48E-05,6.52E-05
5.3122134,0.004152313,0.001084453,8.08E-05,9.17E-05
5.4368335,0.004099251,0.000730633,5.27E-05,0.000110379
5.7148297,0.004719431,0.000596479,0.000113621,0.000160113
5.7864085,0.005046058,0.000610228,0.00010465,0.000159782
5.8899124,0.005471109,0.00060172,0.000109245,0.000139364
5.9916187,0.004594724,0.000800506,0.000151698,0.000137992
6.0738851,0.005085828,0.000787811,0.000154081,0.000143806
6.147031,0.006360255,0.000785383,0.000147799,0.000137963
6.2495263,0.006211436,0.000818702,0.000164395,0.000123063
