,s1_d,s2_d,s3_d,s4_d
0.1208936,0.004370494,0.001186992,0.000123475,0.000256526
1.1959504,0.004316379,0.0012698,8.34E-05,0.000255403
1.3297261,0.003822268,0.000622726,6.94E-05,0.000236085
1.4760041,0.004506327,0.000641727,0.000105971,0.000241543
1.5512827,0.004866918,0.000644071,9.44E-05,0.000285089
1.7840039,0.003307104,0.000676858,9.02E-05,0.000262257
1.9996175,0.002570034,0.000808374,0.000120156,0.000280285
2.1169807,0.003411846,0.000785269,0.000121418,0.000244329
2.3390967,0.003326791,0.002014814,0.000143516,0.000201354
2.4607709,0.004126488,0.002684112,0.000148185,0.000170336
2.7703622,0.005250538,0.002652422,0.000116281,0.000201566
2.877255,0.004226592,0.002234756,0.000114983,0.000201636
3.082849,0.003954898,0.002190735,0.000132353,0.000111983
3.523783,0.003628045,0.002154522,0.000113273,5.49E-05
3.716989,0.003714537,0.002246499,0.000126721,7.75E-05
3.9247416,0.003657427,0.002236111,0.000115597,7.76E-05
4.1333905,0.003616162,0.001519349,0.000118203,0.000114016
4.2390286,0.002986663,0.001368659,0.000133006,0.000118326
4.4494887,0.003138196,0.00087482,0.00014891,0.000111599
4.6019843,0.00205304,0.000618192,0.000149706,0.000132317
4.8191214,0.001549823,0.000589197,0.000145992,0.00013465
5.1805001,0.002441853,0.000561075,0.000154587,0.000152211
5.2629064,0.002989253,0.000550324,0.000137416,0.000139476
5.6761159,0.002811033,0.000973088,0.000142075,0.000141664
6.7558534,0.003520779,0.00094095,0.000119354,0.000126604
7.0672459,0.00536427,0.001168855,0.000120671,0.000118381
7.1742213,0.005245686,0.000938896,9.44E-05,5.89E-05
7.2813384,0.005276678,0.000756974,7.38E-05,7.66E-05
7.4007366,0.006563214,0.000900389,6.61E-05,0.000109653
7.4924774,0.006450346,0.000881325,5.59E-05,0.000170612
7.5730953,0.00661158,0.001022062,0.000117841,0.000161669
7.6462225,0.006285273,0.001012182,0.000166186,0.000148363
7.7383352,0.009004561,0.000963254,0.000161496,0.006866232
7.8232767,0.00909148,0.001020003,0.000278087,0.013181176
7.9434638,0.012268598,0.000956191,0.000302367,0.018027188
8.0239484,0.009263724,0.001085835,0.000298193,0.020109351
8.1070772,0.007066097,0.001034242,0.000280438,0.018914498
8.3744463,0.004827704,0.001153681,0.000348513,0.016817531
8.4308628,0.005237316,0.00115955,0.000356875,0.015971728
8.6489686,0.004884583,0.000999991,0.000354419,0.013652453
9.0974743,0.005255168,0.001343792,0.00027822,0.011823136
9.2718384,0.005724122,0.001357892,0.000254974,0.009649655
9.3788326,0.005015421,0.001523577,0.000272104,0.008956221
9.6023409,0.004940086,0.001504486,0.000183865,0.008894063
9.7739781,0.002686018,0.001147918,0.000135576,0.008953241
9.9654284,0.002091659,0.001230107,0.000134868,0.010297057
10.0482321,0.001712771,0.001122352,0.000161494,0.012374556
10.1405081,0.001575383,0.000823037,0.000121341,0.012738573
10.241075,0.001430989,0.000866748,0.000145115,0.011913118
10.3290215,0.001579095,0.000762662,0.000182924,0.012064296
10.4252029,0.001362455,0.000669523,0.000151368,0.010388625
10.6090866,0.001077377,0.000664702,0.000150758,0.008416842
10.7760179,0.002750781,0.00061831,0.000172213,0.008531516
10.8625892,0.004386598,0.000521743,0.000184441,0.008612435
11.0200847,0.004896291,0.000501925,0.000182539,0.008445825
11.1372114,0.006078967,0.000415676,0.00019683,0.007992467
11.4075777,0.005977473,0.000529561,0.000181799,0.009365822
11.4637138,0.00604494,0.000368604,0.000167405,0.010077062
11.5775786,0.005405024,0.000363427,0.000196243,0.008852644
12.0050884,0.003616043,0.000351144,0.000141709,0.006730405
12.2249425,0.00298073,0.000563399,0.000216645,0.006935274
12.4080898,0.003113636,0.001446979,0.000221734,0.007028357
12.5956952,0.003483548,0.001370757,0.000225081,0.007109473
12.785694,0.004115162,0.00153131,0.000310003,0.008317744
12.8764392,0.003957636,0.002016124,0.000310209,0.010129935
13.0629775,0.002444524,0.002016889,0.000332402,0.010034944
13.1584652,0.002231799,0.002037865,0.000362556,0.010217972
13.3564371,0.002288184,0.002065316,0.000354743,0.009453949
13.7394696,0.002090731,0.002291845,0.000395874,0.009538312
13.9052953,0.0047419,0.002409627,0.000591528,0.009141241
14.1297666,0.005124418,0.002248175,0.000480386,0.009606439
14.2450581,0.00509928,0.00104494,0.000457357,0.009209415
14.4599466,0.004972604,0.001649227,0.000451962,0.009106127
14.6476929,0.004112711,0.001673122,0.000412653,0.008940309
14.7348572,0.004573621,0.00140932,0.000432778,0.007088524
14.8277942,0.005400222,0.001360125,0.000387241,0.007189889
15.0116745,0.005473158,0.001403244,0.00036084,0.007515725
15.0889218,0.005467143,0.001452123,0.000351432,0.007965308
15.3783287,0.006759748,0.001262847,0.00030979,0.00845633
15.4611837,0.005430562,0.001316377,0.000108932,0.008499238
15.7282046,0.005817806,0.001115064,0.000115283,0.008690557
15.7853133,0.005930415,0.001501254,0.000258476,0.009877359
15.9626882,0.005932828,0.000764309,0.000256153,0.010384141
16.0685571,0.007950719,0.000781897,0.000216421,0.011058534
16.1700655,0.006888174,0.000719969,0.000190347,0.010622349
16.3723052,0.005191748,0.000729206,0.00020227,0.008140495
16.5656905,0.004742374,0.001014526,0.00018975,0.005291436
