,s1_d,s2_d,s3_d,s4_d
0.1259745,0.004119272,0.000613851,0.002561615,0.001913744
0.1956991,0.003689159,0.000799477,0.000292736,0.000423961
0.3764857,0.004015708,0.000942121,0.000262408,0.000476822
0.4701093,0.004466797,0.001127866,0.000218408,0.00049921
0.5690828,0.003640073,0.000640385,0.000169703,0.000457378
0.85924,0.004303246,0.000826881,0.000173137,0.000386499
0.9247323,0.004202343,0.001093386,0.000158748,0.000387829
1.0198307,0.003167774,0.001385855,7.98E-05,0.000291852
1.0985338,0.003037941,0.001348879,5.86E-05,0.000289996
1.2960773,0.000915095,0.001366788,8.26E-05,0.000325572
1.4817181,0.000987447,0.001331035,0.000117732,0.000286248
1.5733147,0.001251794,0.001204305,0.000127108,0.000288433
1.672083,0.001241522,0.001199069,0.000125688,0.000127256
1.767197,0.002168749,0.000947323,0.000111784,0.000181651
1.841376,0.002472387,0.000956102,0.000206802,0.000208444
1.9390602,0.002128498,0.000822022,0.000207745,0.000238386
2.0253125,0.001672867,0.000564116,0.00024577,0.000226573
2.2112153,0.001737461,0.000203242,0.000242258,0.00028512
2.2878464,0.002478048,0.000927847,0.000240564,0.000255536
2.5108307,0.002246962,0.001260355,0.000190854,0.000390381
2.5968427,0.001919416,0.001250987,9.93E-05,0.000391001
2.673596,0.001914109,0.001081027,0.000181842,0.000365978
2.7523805,0.001623195,0.001554278,0.000209544,0.000418518
2.9468106,0.001582203,0.002121107,0.00019971,0.000425057
3.1368357,0.00192131,0.001978446,0.000189351,0.000587377
3.2114813,0.002103869,0.001821797,0.000187088,0.000526286
3.3489612,0.002195613,0.00140419,0.0001393,0.000505664
3.5410525,0.002271518,0.000914128,0.000167727,0.000330634
3.6272093,0.001917579,0.001807689,0.000196224,0.000343918
3.8133884,0.002339333,0.001802447,0.000170227,0.000438169
3.9100815,0.002256212,0.001661716,0.000148888,0.000739326
4.0022376,0.00237164,0.001056945,0.000154776,0.000829787
4.0801017,0.002515888,0.00124176,0.000182334,0.00116925
4.2732192,0.003040716,0.001861851,0.000266214,0.0054242
4.4655763,0.002783987,0.001984554,0.000235083,0.008393756
4.5353429,0.002449459,0.002848931,0.000276253,0.011264681
4.6200772,0.002461675,0.003152369,0.000304342,0.011908619
4.7113317,0.002581221,0.003485163,0.000260109,0.011727349
4.7795536,0.003198112,0.0020334,0.000174901,0.010431596
4.975474,0.002849636,0.001696915,0.000140948,0.008784386
5.0834346,0.002864374,0.001569711,0.000156285,0.006573111
5.1552218,0.002804749,0.001333755,0.00015401,0.003295097
5.3599423,0.002799274,0.001293431,0.000196531,0.001901497
5.4425785,0.002240498,0.00126885,0.000202179,0.003598182
5.5264274,0.002173452,0.000688931,0.00013822,0.004157913
5.625315,0.002388108,0.000644743,0.0001558,0.004226997
5.7116282,0.002590134,0.000605852,0.000164687,0.004114828
