,s1_d,s2_d,s3_d,s4_d
0.1342544,0.003501398,0.000328171,0.000632371,0.002402882
0.2315385,0.003345765,0.000322012,0.000165986,0.000298863
0.4244692,0.003025597,0.000335418,0.000153879,0.000296209
0.5531136,0.003249798,0.000325504,0.00014313,0.000256978
0.6427299,0.002353256,0.000372317,0.000143312,0.000216501
0.7454184,0.00297164,0.000278902,0.00014106,0.000235183
0.8333167,0.003026524,0.000326109,0.000132593,0.000247426
0.9171544,0.003112706,0.000396358,0.00012771,0.000226442
1.117394,0.002457171,0.000730566,0.000114589,0.000199708
1.2155261,0.002537248,0.000999379,8.70E-05,0.000215351
1.2847263,0.002907214,0.001168264,9.07E-05,0.000202473
1.3582234,0.00295473,0.001228911,0.000113138,0.00020783
1.5845351,0.002847301,0.001229024,0.000112805,0.000205758
1.6985277,0.002039532,0.001471609,0.000123328,0.000373911
1.7889519,0.001611203,0.00175938,0.000203986,0.000486589
1.8818423,0.001936684,0.001742887,0.000204282,0.000608052
1.968407,0.002049993,0.001783745,0.00021996,0.000532672
2.0495501,0.002117804,0.001633262,0.000195974,0.000514469
2.1312058,0.002413255,0.000839967,0.000190685,0.000512375
2.2146841,0.002667283,0.000768756,0.000179877,0.000675241
2.3073354,0.002354275,0.000823761,0.00022383,0.00067144
2.4090972,0.002295468,0.000966037,0.000209751,0.000664766
2.5082877,0.002385594,0.001004275,0.00020953,0.000685318
2.6161806,0.00229043,0.001011219,0.000173796,0.000457255
2.7113131,0.002361587,0.00077083,0.000161399,0.000407762
2.7857623,0.002133607,0.00083676,0.000212532,0.000258486
2.8743096,0.002031952,0.000761664,0.000213301,0.000211452
2.9600182,0.00206851,0.000761823,0.000213258,0.000260619
3.049468,0.002201555,0.000849108,0.000193728,0.00028364
3.1546588,0.001943699,0.000851707,0.000117789,9.63E-05
3.2373555,0.001368262,0.000780211,0.000118642,0.000274481
3.3302707,0.001647835,0.000611746,0.000132782,0.000276361
3.4190276,0.001631953,0.000614679,0.000115791,0.000251023
3.5175198,0.001877135,0.000454301,0.000129968,0.000265722
3.5969338,0.001711547,0.000483481,0.000123052,0.000321862
3.6875319,0.001769078,0.000450384,0.00010199,0.000330383
3.7693113,0.001787676,0.000413303,0.000111882,0.000329622
3.9601129,0.003609759,0.000498888,0.000118677,0.000336006
4.0488794,0.004316921,0.00046498,0.00015515,0.000322526
4.1982063,0.004624089,0.000533085,0.000174575,0.000365864
4.2987433,0.005380661,0.000496182,0.000180314,0.000276465
4.3986088,0.005141209,0.000474217,0.000169172,0.000383488
4.5045995,0.004897379,0.000421122,0.000192798,0.000393725
4.5915258,0.003748499,0.000258001,0.000238078,0.00048719
4.6690167,0.003528014,0.000274393,0.000248167,0.000464912
4.7611957,0.001922171,0.000276887,0.000213904,0.000451448
4.8527721,0.000561096,0.000441787,0.000200063,0.000505734
4.9264015,0.000403091,0.000402639,0.000236124,0.000517594
5.1592565,0.00079543,0.000435851,0.000187149,0.000547734
5.239509,0.00096608,0.001011136,0.000186079,0.000592007
5.3234854,0.000874649,0.000998446,0.000184539,0.000618568
5.4240991,0.001127586,0.000984288,0.000169671,0.000371607
5.5259905,0.001118059,0.001603422,0.000170159,0.000368291
5.6084751,0.002346532,0.001662785,0.000144151,0.000429301
5.8007689,0.002387845,0.001581312,0.000131913,0.000469007
6.0043189,0.002750021,0.00161953,0.000113241,0.000580257
6.0743858,0.00290175,0.001595797,0.000207708,0.000423393
6.1494428,0.002809723,0.001842217,0.000177919,0.000499081
6.2517121,0.002766634,0.001712934,0.000177195,0.000459327
6.3498735,0.002576307,0.0014277,0.000206798,0.000428666
6.5334819,0.003103388,0.001459162,0.000209291,0.000395871
6.6235206,0.003090867,0.001464966,0.000202627,0.000330192
6.7103354,0.002930276,0.000970975,0.0002189,0.000296627
6.8013698,0.002390421,0.000991494,0.000268237,0.000283043
6.8918731,0.002301327,0.001377788,0.000268209,0.000323317
6.9803945,0.002055128,0.001326511,0.00026764,0.000230578
7.0729054,0.001892548,0.001248316,0.000201508,0.000199303
7.1742224,0.002001509,0.000985689,0.000166823,0.000195349
7.2677972,0.002016404,0.001743806,0.000222973,0.000201936
7.34794,0.001585484,0.002026315,0.000151411,0.000214319
7.4290008,0.00141215,0.002101704,0.000157703,0.000218488
7.5283613,0.001568418,0.002141344,0.000161007,0.000213305
7.6172896,0.001582121,0.002133157,0.000169614,0.000404764
7.695983,0.001576781,0.001944576,0.000149764,0.000413811
7.7791181,0.001673428,0.001252052,0.000245147,0.000495903
7.9614069,0.001879713,0.001190789,0.000257823,0.000585682
8.0513725,0.001913818,0.000933188,0.000319745,0.000585117
8.1409466,0.002064049,0.001059972,0.000331228,0.000629963
8.2302113,0.002047591,0.000630867,0.000305606,0.000561665
