R1,R2,R3,R4
0.019445971,0.110626776,0.004837408,0.835767492
0.008001687,0.02008212,0.003234318,0.541997108
0.008226938,0.033559019,0.003259414,0.400141224
0.01674081,0.031742823,0.003035686,0.206878288
0.023796265,0.03238405,0.000903613,0.379035231
0.007889965,0.033076513,0.003138905,0.218753468
0.014916106,0.014065879,0.002648569,0.288364607
0.013433598,0.027707561,0.001056679,0.271876615
0.024369812,0.035859385,0.004296424,0.38526896
0.016179232,0.13963399,0.014789394,2.094082863
0.038580382,0.165886986,0.01443597,1.925428134
0.01796977,0.170286914,0.013990296,1.952294332
0.013659441,0.181182603,0.017455675,1.992502711
0.026290157,0.188384928,0.010936059,2.734242142
0.021726562,0.132161824,0.009256327,1.836812991
0.01759487,0.136086475,0.016816552,1.896071
0.015471715,0.157789405,0.013947885,2.17741817
0.017699773,0.143641752,0.007983124,1.618118522
0.01773745,0.154422359,0.007416806,1.221220609
0.010762848,0.164125475,0.006114829,1.800821358
0.014838023,0.155879302,0.007600842,1.211854872
0.031592117,0.159999325,0.016391944,1.746203282
0.013691596,0.159758566,0.008117135,0.967849353
0.018089257,0.203730227,0.01246826,1.315698067
0.013766739,0.232649109,0.013723131,2.064098382
0.018558625,0.259234267,0.012514266,1.361292197
0.025035763,0.222521193,0.014535372,1.592753759
0.008258672,0.250033485,0.009136213,1.624660812
0.017627283,0.281166819,0.008437952,1.552447263
0.01362149,0.239644736,0.00761299,1.349470592
0.014677311,0.303186581,0.017169179,1.42406613
0.023664788,0.271183435,0.007318456,1.442671413
0.060814556,0.866250429,0.047728013,3.231205423
0.022358628,0.641987478,0.045201046,6.652651525
0.01957436,0.884746929,0.047016802,3.824336565
0.033877281,0.653717014,0.049243614,6.808863918
0.009095022,0.642127384,0.033023447,4.468600394
0.025428134,0.69218179,0.035040361,7.416822563
0.014184993,0.744057218,0.037280793,2.811586987
0.030292088,0.599654648,0.025345171,5.351082668
0.040296033,0.775456616,0.036185486,3.27233027
0.062142298,0.653438631,0.036370023,5.697160769
0.065416934,0.784280529,0.053322438,3.254675519
0.046077072,0.779071875,0.050687302,5.874035268
0.025067723,0.800533622,0.056045017,3.338753802
0.058208366,0.730379855,0.042495903,5.300553623
0.033647868,0.697228412,0.044705297,4.077768282
0.045938283,0.745440343,0.047163602,6.264185859
0.032014442,0.761851368,0.033175142,3.85214116
0.01600215,0.518777603,0.019653387,6.323480781
0.027970602,0.689062672,0.026595105,2.770074718
0.020364877,0.617837673,0.021473646,5.849234813
0.039441198,0.758516067,0.03995506,3.236889425
0.038258587,0.570194239,0.019622375,5.69805372
0.032370206,0.695634035,0.029543481,3.550633806
0.02809294,0.613590069,0.028813504,4.250129742
0.026803649,0.605621163,0.026406288,3.156359702
0.015678981,0.569235138,0.026976086,5.627901524
0.066303332,0.694522192,0.032737996,2.450999969
0.032658009,0.59181441,0.02710511,4.506003002
0.019897281,0.600283461,0.029734565,5.589212531
0.020098677,0.697702025,0.034295427,2.303540689
0.019138699,0.654392913,0.026889075,4.891937025
